city,state,lat,lon
BLUE ROCK,OH,39.815,-81.8763
BLUE SPRINGS,MO,39.0112,-94.2813
BLUE SPRINGS,MS,34.4301,-88.8767
BLUE SPRINGS,NE,40.1608,-96.6618
BLUEBELL,UT,40.326,-110.3393
BLUEFIELD,VA,37.2559,-81.3662
BLUEFIELD,WV,37.3009,-81.2118
BLUEGROVE,TX,33.6736,-98.2298
BLUEJACKET,OK,36.8013,-95.1525
BLUEMONT,VA,39.0906,-77.8888
BLUEWATER,NM,35.0953,-108.22
BLUFF,UT,37.1957,-109.524
BLUFF CITY,AR,33.7115,-93.212
BLUFF CITY,KS,37.0766,-97.8841
BLUFF CITY,TN,36.4668,-82.2017
BLUFF DALE,TX,32.3443,-98.1708
BLUFF SPRINGS,IL,39.9879,-90.3458
BLUFFS,IL,39.7319,-90.5221
BLUFFTON,AR,34.8414,-93.6272
BLUFFTON,GA,31.5528,-84.9147
BLUFFTON,IN,40.7096,-85.1744
BLUFFTON,MN,46.4813,-95.2281
BLUFFTON,OH,40.8729,-83.8806
BLUFFTON,SC,32.2279,-80.8876
BLUFFTON,TX,30.8432,-98.5022
BLUFORD,IL,38.383,-88.7647
BLUM,TX,32.1021,-97.3725
BLUNT,SD,44.487,-99.8864
BLY,OR,42.3319,-121.0061
BLYTHE,CA,33.5974,-114.6111
BLYTHE,GA,33.2806,-82.1929
BLYTHEDALE,MO,40.5083,-93.8609
BLYTHEVILLE,AR,35.9103,-89.8905
BLYTHEWOOD,SC,34.1972,-80.9956
BOALSBURG,PA,40.773,-77.7602
BOARD CAMP,AR,34.5378,-94.0956
BOARDMAN,OR,45.7372,-119.8114
BOAZ,AL,34.1653,-86.1753
BOAZ,KY,36.9093,-88.6381
BOB WHITE,WV,37.9581,-81.7264
BOBTOWN,PA,39.76,-79.9812
BOCA GRANDE,FL,26.6942,-82.2382
BOCA RATON,FL,26.3843,-80.1191
BOCK,MN,45.7852,-93.5531
BODE,IA,42.9075,-94.2661
BODEGA,CA,38.3343,-122.9468
BODEGA BAY,CA,38.3489,-123.0312
BODFISH,CA,35.575,-118.501
BOELUS,NE,41.1192,-98.6814
BOERNE,TX,29.8151,-98.6888
BOGALUSA,LA,30.7721,-89.8788
BOGARD,MO,39.5259,-93.5335
BOGART,GA,33.9217,-83.5207
BOGATA,TX,33.4728,-95.0702
BOGGSTOWN,IN,39.5667,-85.9138
BOGOTA,NJ,40.8753,-74.0301
BOGOTA,TN,36.1639,-89.4386
BOGUE,KS,39.4299,-99.6969
BOGUE CHITTO,MS,31.4482,-90.4512
BOHANNON,VA,37.3885,-76.3693
BOHEMIA,NY,40.7702,-73.125
BOICEVILLE,NY,41.9959,-74.2777
BOILING SPRINGS,NC,35.2556,-81.6495
BOILING SPRINGS,PA,40.1218,-77.1157
BOILING SPRINGS,SC,34.991,-81.9479
BOIS D ARC,MO,37.2251,-93.5789
BOISE,ID,43.6107,-116.2011
BOISE CITY,OK,36.7506,-102.6234
BOISSEVAIN,VA,37.2922,-81.3791
BOKCHITO,OK,33.9732,-96.1862
BOKEELIA,FL,26.6488,-82.1433
BOKOSHE,OK,35.1146,-94.7874
BOLCKOW,MO,40.0859,-94.8785
BOLES,AR,34.7517,-93.9923
BOLES,IL,37.4256,-88.9662
BOLEY,OK,35.5047,-96.4678
BOLIGEE,AL,32.7718,-88.0293
BOLINAS,CA,37.9311,-122.6976
BOLING,TX,29.2517,-95.9333
BOLINGBROKE,GA,32.9446,-83.8036
BOLINGBROOK,IL,41.6881,-88.1112
BOLIVAR,MO,37.6424,-93.3945
BOLIVAR,NY,42.0724,-78.1514
BOLIVAR,OH,40.631,-81.4579
BOLIVAR,PA,40.3531,-79.181
BOLIVAR,TN,35.2444,-89.0053
BOLIVIA,NC,34.0152,-78.1692
BOLT,WV,37.7738,-81.415
BOLTON,CT,41.7664,-72.4389
BOLTON,MA,42.4382,-71.6049
BOLTON,MS,32.4205,-90.4841
BOLTON,NC,34.271,-78.4021
BOLTON LANDING,NY,43.606,-73.6329
BOMBAY,NY,44.9306,-74.6097
BOMONT,WV,38.4091,-81.213
BOMOSEEN,VT,43.6356,-73.204
BON AIR,AL,33.2638,-86.3359
BON AQUA,TN,35.9357,-87.3227
BON SECOUR,AL,30.3123,-87.7426
BON WIER,TX,30.678,-93.7408
BONAIRE,GA,32.5133,-83.5752
BONANZA,OR,42.3698,-121.3402
BONANZA,UT,40.0194,-109.1767
BONAPARTE,IA,40.7405,-91.7763
BONCARBO,CO,37.2266,-104.7503
BOND,CO,39.8165,-106.6298
BONDSVILLE,MA,42.2075,-72.3496
BONDUEL,WI,44.6961,-88.4357
BONDURANT,IA,41.7309,-93.445
BONDURANT,WY,43.2179,-110.1218
BONDVILLE,IL,40.1104,-88.3782
BONDVILLE,VT,43.1626,-72.9322
BONE GAP,IL,38.4456,-87.9994
BONESTEEL,SD,43.0837,-99.0412
BONEVILLE,GA,33.4335,-82.4411
BONFIELD,IL,41.1389,-88.0609
BONHAM,TX,33.5611,-96.2016
BONIFAY,FL,30.8257,-85.7324
BONITA,CA,32.6681,-117.0215
BONITA,LA,32.9082,-91.6868
BONITA SPRINGS,FL,26.3449,-81.7705
BONLEE,NC,35.6458,-79.4149
BONNE TERRE,MO,37.9428,-90.4844
BONNEAU,SC,33.3017,-79.8839
BONNER,MT,46.9595,-113.5747
BONNER SPRINGS,KS,39.0527,-94.9196
BONNERDALE,AR,34.374,-93.3296
BONNERS FERRY,ID,48.7506,-116.6335
BONNEY LAKE,WA,47.1724,-122.1742
BONNIE,IL,38.1771,-88.9128
BONNIEVILLE,KY,37.3658,-85.8787
BONNOTS MILL,MO,38.5802,-91.921
BONNYMAN,KY,37.295,-83.256
BONO,AR,35.9565,-90.7915
BONSALL,CA,33.2869,-117.2053
BOODY,IL,39.7718,-89.0477
BOOKER,TX,36.3523,-100.411
BOOMER,NC,36.0581,-81.3161
BOOMER,WV,38.1519,-81.2652
BOON,MI,44.2969,-85.6139
BOONE,CO,38.3077,-104.3105
BOONE,IA,42.062,-93.8709
BOONE,NC,36.2195,-81.6679
BOONE GROVE,IN,41.3544,-87.1296
BOONES MILL,VA,37.1097,-79.945
BOONEVILLE,AR,35.139,-93.9325
BOONEVILLE,IA,41.5222,-93.9081
BOONEVILLE,KY,37.4356,-83.6336
BOONEVILLE,MS,34.6359,-88.5712
BOONS CAMP,KY,37.8239,-82.6767
BOONSBORO,MD,39.5189,-77.6961
BOONTON,NJ,40.9355,-74.4217
BOONVILLE,CA,39.0151,-123.3842
BOONVILLE,IN,38.0619,-87.2531
BOONVILLE,MO,38.9002,-92.7197
BOONVILLE,NC,36.2092,-80.6938
BOONVILLE,NY,43.4774,-75.3245
BOOTH,AL,32.5003,-86.5717
BOOTHBAY,ME,43.8967,-69.6273
BOOTHBAY HARBOR,ME,43.8522,-69.6187
BOOTHVILLE,LA,29.3079,-89.3819
BOQUERON,PR,17.9929,-67.1537
BORDELONVILLE,LA,31.1806,-91.7719
BORDEN,IN,38.4487,-85.9007
BORDENTOWN,NJ,40.0929,-74.7414
BORDERLAND,WV,37.7168,-82.31
BORGER,TX,35.7189,-101.3441
BORING,MD,39.5314,-76.8232
BORING,OR,45.4166,-122.3379
BORON,CA,35.0091,-117.6584
BORREGO SPRINGS,CA,33.1506,-116.3496
BORUP,MN,47.1947,-96.5632
BOSCOBEL,WI,43.1565,-90.6747
BOSLER,WY,41.7389,-105.6715
BOSQUE,NM,34.508,-106.8094
BOSQUE FARMS,NM,34.9443,-106.7737
BOSS,MO,37.6007,-91.1818
BOSSIER CITY,LA,32.5131,-93.7053
BOSTIC,NC,35.4678,-81.7918
BOSTON,GA,30.7916,-83.8068
BOSTON,IN,39.7416,-84.8524
BOSTON,KY,37.7738,-85.6341
BOSTON,MA,42.3547,-71.0619
BOSTON,NY,42.6203,-78.7215
BOSTON,VA,38.5392,-78.1415
BOSTWICK,FL,29.7739,-81.6373
BOSTWICK,GA,33.7366,-83.5147
BOSWELL,IN,40.4803,-87.3686
BOSWELL,OK,34.0126,-95.7679
BOSWELL,PA,40.1985,-79.0691
BOSWORTH,MO,39.4857,-93.3206
BOTHELL,WA,47.7879,-122.2032
BOTKINS,OH,40.4537,-84.1836
BOTSFORD,CT,41.3667,-73.2577
BOTTINEAU,ND,48.8594,-100.4021
BOUCKVILLE,NY,42.8993,-75.5768
BOULDER,CO,40.0158,-105.2642
BOULDER,MT,46.2106,-112.1908
BOULDER,UT,37.847,-111.2795
BOULDER,WY,42.6045,-109.6179
BOULDER CITY,NV,35.9535,-114.8322
BOULDER CREEK,CA,37.1634,-122.1562
BOULDER JUNCTION,WI,46.0549,-89.6794
BOULEVARD,CA,32.7336,-116.3019
BOUND BROOK,NJ,40.5714,-74.5374
BOUNTIFUL,UT,40.8828,-111.8518
BOURBON,IN,41.2962,-86.1211
BOURBON,MO,38.1079,-91.2187
BOURBONNAIS,IL,41.1908,-87.8559
BOURG,LA,29.5515,-90.5907
BOURNEVILLE,OH,39.2818,-83.1569
BOUSE,AZ,33.9639,-113.9171
BOUTON,IA,41.82,-93.9995
BOUTTE,LA,29.8888,-90.3952
BOVARD,PA,40.3207,-79.4964
BOVEY,MN,47.4273,-93.3796
BOVILL,ID,46.8756,-116.3773
BOVINA,TX,34.4823,-102.7844
BOVINA CENTER,NY,42.2721,-74.7497
BOW,NH,43.1291,-71.5424
BOW,WA,48.5659,-122.4457
BOWBELLS,ND,48.8595,-102.2839
BOWDEN,WV,38.949,-79.657
BOWDLE,SD,45.4193,-99.6468
BOWDOIN,ME,44.0576,-69.9682
BOWDOINHAM,ME,44.0367,-69.8592
BOWDON,GA,33.5308,-85.2602
BOWDON,ND,47.4504,-99.672
BOWDON JUNCTION,GA,33.6622,-85.1486
BOWEN,IL,40.2386,-91.0503
BOWERS,PA,40.487,-75.741
BOWERSTON,OH,40.4442,-81.1659
BOWERSVILLE,GA,34.3767,-83.0363
BOWERSVILLE,OH,39.5815,-83.7225
BOWIE,AZ,32.2868,-109.4629
BOWIE,MD,38.9789,-76.7665
BOWIE,TX,33.5881,-97.7806
BOWLEGS,OK,35.1595,-96.6683
BOWLER,WI,44.9594,-88.9342
BOWLING GREEN,FL,27.5531,-81.988
BOWLING GREEN,IN,39.3637,-86.969
BOWLING GREEN,KY,36.9588,-86.4251
BOWLING GREEN,MO,39.297,-91.1741
BOWLING GREEN,OH,41.3881,-83.6546
BOWLING GREEN,SC,35.1497,-81.2128
BOWLING GREEN,VA,38.0372,-77.298
BOWLUS,MN,45.8145,-94.4139
BOWMAN,GA,34.1984,-83.0204
BOWMAN,ND,46.1125,-103.4319
BOWMAN,SC,33.3406,-80.6272
BOWMANSDALE,PA,40.23,-77.02
BOWMANSTOWN,PA,40.8014,-75.6611
BOWMANSVILLE,NY,42.9412,-78.687
BOWMANSVILLE,PA,40.1968,-76.0176
BOWSTRING,MN,47.5432,-93.7965
BOX ELDER,MT,48.3011,-109.8619
BOX ELDER,SD,44.1401,-102.9902
BOX SPRINGS,GA,32.4829,-84.564
BOXBOROUGH,MA,42.4914,-71.5177
BOXFORD,MA,42.6793,-71.0294
BOXHOLM,IA,42.1735,-94.106
BOYCE,LA,31.3151,-92.6665
BOYCE,VA,39.0654,-78.0325
BOYCEVILLE,WI,45.0759,-92.0013
BOYD,MN,44.8487,-95.9706
BOYD,MT,45.4652,-109.1118
BOYD,TX,33.0513,-97.609
BOYD,WI,44.9668,-91.0226
BOYDEN,IA,43.1861,-96.0202
BOYDS,MD,39.1874,-77.3151
BOYDS,WA,48.99,-118.21
BOYDTON,VA,36.6405,-78.27
BOYERS,PA,41.1091,-79.8984
BOYERTOWN,PA,40.35,-75.6824
BOYES,MT,45.4984,-104.8284
BOYES HOT SPRINGS,CA,38.3176,-122.485
BOYKIN,AL,32.0936,-87.2826
BOYKINS,VA,36.6116,-77.2038
BOYLE,MS,33.6677,-90.763
BOYLSTON,MA,42.354,-71.7174
BOYNE CITY,MI,45.1972,-85.0107
BOYNE FALLS,MI,45.2053,-84.8555
BOYNTON,OK,35.6535,-95.6937
BOYNTON,PA,39.7676,-79.062
BOYNTON BEACH,FL,26.5225,-80.1101
BOYS RANCH,TX,35.4469,-102.1722
BOYS TOWN,NE,41.256,-96.1292
BOZEMAN,MT,45.6705,-111.0475
BOZMAN,MD,38.7564,-76.2728
BOZRAH,CT,41.5472,-72.1775
BRACEVILLE,IL,41.2341,-88.2697
BRACEY,VA,36.5962,-78.1437
BRACKENRIDGE,PA,40.6082,-79.7421
BRACKETTVILLE,TX,29.3541,-100.4541
BRACKNEY,PA,41.9438,-75.9274
BRADDOCK,ND,46.5894,-100.1051
BRADDOCK,PA,40.4034,-79.8638
BRADDOCK HEIGHTS,MD,39.4186,-77.5038
BRADDYVILLE,IA,40.5994,-95.0156
BRADEN,TN,35.3778,-89.5627
BRADENTON,FL,27.4634,-82.5242
BRADENTON BEACH,FL,27.4974,-82.7078
BRADENVILLE,PA,40.3287,-79.3377
BRADFORD,AR,35.4824,-91.4884
BRADFORD,IA,42.6004,-93.1845
BRADFORD,IL,41.1474,-89.6394
BRADFORD,IN,38.3678,-86.0619
BRADFORD,ME,45.0883,-68.9071
BRADFORD,NH,43.2364,-71.9602
BRADFORD,NY,42.3583,-77.0976
BRADFORD,OH,40.1214,-84.467
BRADFORD,PA,41.9204,-78.7253
BRADFORD,RI,41.4103,-71.7422
BRADFORD,TN,36.061,-88.8058
BRADFORD,VT,44.009,-72.1682
BRADFORDSVILLE,KY,37.474,-85.0943
BRADFORDWOODS,PA,40.6364,-80.0828
BRADGATE,IA,42.776,-94.384
BRADLEY,AR,33.1205,-93.6885
BRADLEY,CA,35.9164,-121.0136
BRADLEY,FL,27.6979,-81.9261
BRADLEY,IL,41.1492,-87.8641
BRADLEY,ME,44.8804,-68.5704
BRADLEY,MI,42.6305,-85.6431
BRADLEY,OK,34.87,-97.7305
BRADLEY,SC,34.0595,-82.2117
BRADLEY,SD,45.0653,-97.6165
BRADLEY,WV,37.8664,-81.1923
BRADLEY BEACH,NJ,40.2019,-74.0121
BRADLEYVILLE,MO,36.727,-92.8761
BRADNER,OH,41.3412,-83.4379
BRADSHAW,NE,40.9596,-97.7692
BRADSHAW,WV,37.3643,-81.8041
BRADY,MT,48.0367,-111.6961
BRADY,NE,41.0327,-100.3573
BRADY,TX,31.094,-99.4391
BRADY LAKE,OH,41.1595,-81.3173
BRADYVILLE,TN,35.7047,-86.1098
BRAGG CITY,MO,36.2602,-89.8671
BRAGGADOCIO,MO,36.1791,-89.8529
BRAGGS,OK,35.7782,-95.2045
BRAHAM,MN,45.7447,-93.2269
BRAIDWOOD,IL,41.2455,-88.2168
BRAINARD,NE,41.1623,-96.9953
BRAINARD,NY,42.4797,-73.5417
BRAINARDSVILLE,NY,44.8575,-74.0339
BRAINERD,MN,46.3217,-94.1168
BRAINTREE,MA,42.2067,-70.9975
BRAITHWAITE,LA,29.6127,-89.677
BRAMAN,OK,36.9399,-97.3365
BRAMWELL,WV,37.3378,-81.332
BRANCH,AR,35.293,-93.9175
BRANCH,LA,30.3661,-92.3086
BRANCH,MI,43.9425,-86.0394
BRANCHDALE,PA,40.6509,-76.3294
BRANCHLAND,WV,38.2071,-82.1624
BRANCHPORT,NY,42.6244,-77.2218
BRANCHTON,PA,41.0728,-79.9855
BRANCHVILLE,IN,38.1439,-86.608
BRANCHVILLE,NJ,41.1694,-74.7555
BRANCHVILLE,SC,33.2495,-80.7887
BRANCHVILLE,VA,36.5944,-77.2872
BRANDAMORE,PA,40.058,-75.8415
BRANDEIS,CA,34.2316,-118.7194
BRANDENBURG,KY,37.9765,-86.1659
BRANDON,FL,27.9334,-82.2914
BRANDON,IA,42.3302,-91.9999
BRANDON,MN,45.9845,-95.594
BRANDON,MS,32.315,-89.9322
BRANDON,SD,43.5801,-96.5818
BRANDON,TX,32.0548,-96.9756
BRANDON,VT,43.8405,-73.0923
BRANDON,WI,43.7349,-88.7698
BRANDSVILLE,MO,36.6396,-91.6893
BRANDT,SD,44.6744,-96.6681
BRANDY CAMP,PA,41.3208,-78.6876
BRANDY STATION,VA,38.5199,-77.8839
BRANDYWINE,MD,38.6506,-76.8145
BRANDYWINE,WV,38.6434,-79.1709
BRANFORD,CT,41.2832,-72.7964
BRANFORD,FL,29.9101,-82.8736
BRANSCOMB,CA,39.6621,-123.6318
BRANSON,CO,37.2788,-103.7212
BRANSON,MO,36.6546,-93.23
BRANT,MI,43.2481,-84.3086
BRANT,NY,42.5883,-79.0184
BRANT LAKE,NY,43.7188,-73.7048
BRANT ROCK,MA,42.0863,-70.6417
BRANTINGHAM,NY,43.705,-75.2432
BRANTLEY,AL,31.5573,-86.3175
BRANTWOOD,WI,45.5632,-90.1424
BRASELTON,GA,34.1303,-83.7895
BRASHEAR,MO,40.2227,-92.431
BRASHEAR,TX,33.1194,-95.7358
BRASHER FALLS,NY,44.8524,-74.7436
BRASSTOWN,NC,35.0284,-83.9621
BRATTLEBORO,VT,42.8531,-72.5891
BRAVE,PA,39.765,-80.2673
BRAWLEY,CA,33.0231,-115.4624
BRAXTON,MS,32.0159,-89.9852
BRAYMER,MO,39.583,-93.7581
BRAYTON,IA,41.5372,-94.9163
BRAZEAU,MO,37.6613,-89.6529
BRAZIL,IN,39.5405,-87.136
BRAZORIA,TX,28.9639,-95.5741
BREA,CA,33.9256,-117.8594
BREAKS,VA,37.2818,-82.2727
BREAUX BRIDGE,LA,30.2853,-91.8278
BRECKENRIDGE,CO,39.4678,-105.9962
BRECKENRIDGE,MI,43.4306,-84.4688
BRECKENRIDGE,MN,46.3264,-96.4686
BRECKENRIDGE,MO,39.764,-93.8149
BRECKENRIDGE,TX,32.736,-98.8358
BRECKSVILLE,OH,41.3063,-81.6151
BREDA,IA,42.1741,-95.0331
BREEDEN,WV,37.9242,-82.2765
BREEDING,KY,36.9616,-85.3916
BREEDSVILLE,MI,42.3321,-86.0893
BREESE,IL,38.6502,-89.5286
BREESPORT,NY,42.1914,-76.7487
BREEZEWOOD,PA,39.9611,-78.2453
BREEZY POINT,NY,40.5551,-73.9101
BREINIGSVILLE,PA,40.5488,-75.6659
BREMEN,AL,33.9459,-87.0131
BREMEN,GA,33.7451,-85.1477
BREMEN,IN,41.4703,-86.1644
BREMEN,KS,39.9069,-96.7681
BREMEN,KY,37.3365,-87.2711
BREMEN,ME,44.0154,-69.4348
BREMEN,ND,47.72,-99.36
BREMEN,OH,39.6842,-82.4123
BREMERTON,WA,47.5858,-122.6602
BREMO BLUFF,VA,37.7411,-78.2626
BREMOND,TX,31.1248,-96.6581
BRENHAM,TX,30.1844,-96.3842
BRENT,AL,32.9234,-87.2762
BRENTFORD,SD,45.1704,-98.2884
BRENTON,WV,37.5898,-81.675
BRENTWOOD,CA,37.8998,-121.7351
BRENTWOOD,MD,38.9347,-76.9504
BRENTWOOD,NY,40.7818,-73.2524
BRENTWOOD,TN,36.0182,-86.7822
BRETHREN,MI,44.3032,-85.9962
BRETTON WOODS,NH,44.2582,-71.4419
BRETZ,WV,39.5424,-79.8009
BREVARD,NC,35.2112,-82.7594
BREVIG MISSION,AK,65.4413,-166.9396
BREWER,ME,44.781,-68.7361
BREWERTON,NY,43.2319,-76.1407
BREWSTER,KS,39.3308,-101.372
BREWSTER,MA,41.7469,-70.0695
BREWSTER,MN,43.7192,-95.5127
BREWSTER,NE,41.9132,-99.8551
BREWSTER,NY,41.4186,-73.597
BREWSTER,OH,40.7142,-81.5984
BREWSTER,WA,48.2236,-119.8173
BREWTON,AL,31.1247,-87.0699
BRIAN HEAD,UT,37.6501,-112.8284
BRIAR,MO,36.6469,-90.9574
BRIARCLIFF MANOR,NY,41.1428,-73.8412
BRICE,OH,39.9122,-82.8353
BRICELYN,MN,43.594,-93.819
BRICEVILLE,TN,36.1559,-84.3047
BRICK,NJ,40.072,-74.1094
BRICKEYS,AR,34.815,-90.5341
BRIDAL VEIL,OR,45.5792,-122.1177
BRIDGE CITY,TX,29.9587,-93.8129
BRIDGEHAMPTON,NY,40.9346,-72.3089
BRIDGEPORT,AL,34.9376,-85.7776
BRIDGEPORT,CA,38.2892,-119.0701
BRIDGEPORT,CT,41.1799,-73.1961
BRIDGEPORT,IL,38.7538,-87.7775
BRIDGEPORT,MI,43.3432,-83.8432
BRIDGEPORT,NE,41.6655,-103.0801
BRIDGEPORT,NJ,39.8079,-75.3562
BRIDGEPORT,NY,43.1564,-75.9477
BRIDGEPORT,OH,40.0974,-80.7876
BRIDGEPORT,OR,44.5054,-117.7201
BRIDGEPORT,PA,40.1014,-75.3417
BRIDGEPORT,TX,33.1606,-97.7983
BRIDGEPORT,WA,47.9589,-119.7416
BRIDGEPORT,WV,39.2801,-80.2338
BRIDGER,MT,45.2783,-108.6531
BRIDGETON,IN,39.6581,-87.181
BRIDGETON,MO,38.7663,-90.4221
BRIDGETON,NC,35.1224,-77.0209
BRIDGETON,NJ,39.4272,-75.2575
BRIDGEVIEW,IL,41.737,-87.8049
BRIDGEVILLE,CA,40.4114,-123.6178
BRIDGEVILLE,DE,38.7295,-75.592
BRIDGEVILLE,PA,40.3426,-80.1281
BRIDGEWATER,CT,41.5167,-73.3578
BRIDGEWATER,IA,41.2483,-94.6692
BRIDGEWATER,MA,41.9804,-70.9682
BRIDGEWATER,ME,46.4286,-67.8857
BRIDGEWATER,MI,42.1606,-83.9022
BRIDGEWATER,NJ,40.5928,-74.6163
BRIDGEWATER,NY,42.8797,-75.2684
BRIDGEWATER,SD,43.5574,-97.4876
BRIDGEWATER,VA,38.3713,-79.038
BRIDGEWATER,VT,43.5734,-72.6425
BRIDGEWATER CORNERS,VT,43.6044,-72.6944
BRIDGMAN,MI,41.9393,-86.5689
BRIDGTON,ME,44.034,-70.7509
BRIDPORT,VT,43.9449,-73.334
BRIELLE,NJ,40.105,-74.0646
BRIER HILL,NY,44.5418,-75.6896
BRIER HILL,PA,39.9806,-79.8286
BRIERFIELD,AL,33.0694,-86.9791
BRIGANTINE,NJ,39.4075,-74.3765
BRIGGS,TX,30.9267,-97.9962
BRIGGSDALE,CO,40.6176,-104.2207
BRIGGSVILLE,AR,34.9236,-93.5652
BRIGGSVILLE,WI,43.6844,-89.608
BRIGHAM CITY,UT,41.511,-112.1433
BRIGHTON,CO,39.9597,-104.8257
BRIGHTON,IA,41.1592,-91.8213
BRIGHTON,IL,39.0334,-90.1406
BRIGHTON,MA,42.3488,-71.1551
BRIGHTON,MI,42.5404,-83.7609
BRIGHTON,MO,37.4582,-93.3452
BRIGHTON,TN,35.4612,-89.7464
BRIGHTWATERS,NY,40.7167,-73.2621
BRIGHTWOOD,OR,45.3363,-121.9941
BRIGHTWOOD,VA,38.412,-78.171
BRILL,WI,45.6,-91.67
BRILLIANT,AL,34.0504,-87.7524
BRILLIANT,OH,40.2661,-80.6371
BRILLION,WI,44.1683,-88.101
BRIMFIELD,IL,40.8146,-89.8601
BRIMFIELD,MA,42.1266,-72.2046
BRIMHALL,NM,35.8131,-108.5766
BRIMLEY,MI,46.4098,-84.6753
BRIMSON,MN,47.4138,-91.9132
BRINGHURST,IN,40.5071,-86.5044
BRINKHAVEN,OH,40.4647,-82.1355
BRINKLEY,AR,34.8542,-91.218
BRINKLOW,MD,39.1805,-77.0144
BRINKTOWN,MO,38.0863,-92.1118
BRINNON,WA,47.739,-123.1709
BRINSON,GA,30.9114,-84.7499
BRISBANE,CA,37.687,-122.4185
BRISBIN,PA,40.8407,-78.3537
BRISCOE,TX,35.5248,-100.1702
BRISTOL,CT,41.6764,-72.945
BRISTOL,FL,30.2889,-84.9679
BRISTOL,GA,31.514,-82.172
BRISTOL,IL,41.6984,-88.429
BRISTOL,IN,41.7108,-85.8151
BRISTOL,ME,43.9545,-69.4962
BRISTOL,NH,43.618,-71.7801
BRISTOL,PA,40.1165,-74.8437
BRISTOL,RI,41.6785,-71.271
BRISTOL,SD,45.2829,-97.7373
BRISTOL,TN,36.5758,-82.1513
BRISTOL,VA,29.2985,-65.7516
BRISTOL,VT,44.1569,-73.0308
BRISTOL,WI,42.5537,-88.0245
BRISTOLVILLE,OH,41.3868,-80.8657
BRISTOW,IA,42.8108,-92.898
BRISTOW,IN,38.1737,-86.7081
BRISTOW,NE,42.8887,-98.6046
BRISTOW,OK,35.8209,-96.3819
BRISTOW,VA,38.7366,-77.5466
BRITT,IA,43.1181,-93.8031
BRITT,MN,47.6237,-92.6686
BRITTANY,LA,30.2117,-90.8816
BRITTON,MI,42.0029,-83.8437
BRITTON,SD,45.7907,-97.7091
BRIXEY,MO,36.754,-92.3952
BROAD BROOK,CT,41.9077,-72.5517
BROAD RUN,VA,38.8087,-77.7256
BROAD TOP,PA,40.2329,-78.1301
BROADALBIN,NY,43.0971,-74.1389
BROADBENT,OR,43.0025,-124.1283
BROADDUS,TX,31.2496,-94.1918
BROADFORD,VA,36.9416,-81.6513
BROADLANDS,IL,39.9232,-88.002
BROADUS,MT,45.5192,-105.4859
BROADVIEW,IL,41.8565,-87.8554
BROADVIEW,MT,46.0527,-108.8666
BROADVIEW,NM,34.8109,-103.1288
BROADVIEW HEIGHTS,OH,41.3141,-81.6734
BROADWATER,NE,41.5912,-102.7911
BROADWAY,NC,35.4174,-78.9961
BROADWAY,NJ,40.7318,-75.0516
BROADWAY,OH,40.3318,-83.4179
BROADWAY,VA,38.6511,-78.7967
BROCK,NE,40.4797,-95.982
BROCKET,ND,48.2096,-98.3248
BROCKPORT,NY,43.21,-77.9143
BROCKPORT,PA,41.2707,-78.7095
BROCKTON,MA,42.0829,-71.019
BROCKTON,MT,48.2138,-104.8758
BROCKTON,PA,40.7683,-76.029
BROCKWAY,MT,47.2164,-105.8415
BROCKWAY,PA,41.2663,-78.8313
BROCKWELL,AR,36.1295,-91.9621
BROCTON,IL,39.6878,-87.9398
BROCTON,NY,42.3807,-79.4295
BRODHEAD,KY,37.37,-84.427
BRODHEAD,WI,42.5998,-89.347
BRODHEADSVILLE,PA,40.9286,-75.4072
BRODNAX,VA,36.7241,-77.9805
BROGAN,OR,44.2188,-117.5971
BROGUE,PA,39.8693,-76.4528
BROHARD,WV,39.0286,-81.1719
BROHMAN,MI,43.7006,-85.8237
BROKAW,WI,45.0232,-89.6452
BROKEN ARROW,OK,36.0257,-95.7638
BROKEN BOW,NE,41.4441,-99.5684
BROKEN BOW,OK,34.0804,-94.7636
BROMIDE,OK,34.4232,-96.4866
BRONAUGH,MO,37.6878,-94.4991
BRONSON,FL,29.396,-82.6569
BRONSON,IA,42.3995,-96.17
BRONSON,KS,37.9419,-95.0059
BRONSON,MI,41.8724,-85.157
BRONSON,TX,31.3616,-93.9624
BRONSTON,KY,36.9118,-84.6372
BRONTE,TX,31.875,-100.335
BRONWOOD,GA,31.8133,-84.3333
BRONX,NY,40.8491,-73.8768
BRONXVILLE,NY,40.9384,-73.8287
BROOK,IN,40.8814,-87.3579
BROOK PARK,MN,45.9722,-92.8785
BROOKDALE,CA,37.1062,-122.1037
BROOKE,VA,38.3868,-77.3799
BROOKELAND,TX,31.123,-94.0297
BROOKER,FL,29.9209,-82.3103
BROOKESMITH,TX,31.5312,-99.1021
BROOKEVILLE,MD,39.2209,-77.0561
BROOKFIELD,CT,41.4676,-73.3879
BROOKFIELD,GA,31.4186,-83.3898
BROOKFIELD,IL,41.8255,-87.8466
BROOKFIELD,MA,42.1945,-72.1038
BROOKFIELD,MO,39.8298,-93.0499
BROOKFIELD,NY,42.8056,-75.336
BROOKFIELD,OH,41.2429,-80.5749
BROOKFIELD,VT,44.0263,-72.5823
BROOKFIELD,WI,43.0607,-88.1196
BROOKHAVEN,MS,31.5778,-90.4517
BROOKHAVEN,NY,40.7813,-72.9075
BROOKHAVEN,PA,39.8687,-75.3915
BROOKINGS,OR,42.2548,-124.1013
